SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
20MICRONS,EQ,85.5,88,83.65,84.1,84.25,83.45,93709,7952426.55,20-May-22,2017,INE144J01027
21STCENMGM,EQ,25.95,25.95,25.05,25.8,25.9,25.45,7472,192827.55,20-May-22,133,INE253B01015
3IINFOLTD,EQ,49.4,51,49,49.65,49.85,48.6,288911,14353277.6,20-May-22,3532,INE748C01038
3MINDIA,EQ,18380,18380,17950,17995.95,17965,18000.45,1854,33366304.85,20-May-22,878,INE470A01017
3PLAND,BE,14.65,14.65,13.65,14.3,14.4,14.1,5232,73623.85,20-May-22,38,INE105C01023
426GS2023,GS,93,99,93,99,99,97.5,32,3072,20-May-22,2,IN0020210046
574GS2026,GS,97.25,97.25,97.25,97.25,97.25,96.75,200,19450,20-May-22,2,IN0020210186
585GS2030,GS,94.5,94.5,94.5,94.5,94.5,94.5,1000,94500,20-May-22,1,IN0020200294
5PAISA,EQ,324.9,336.75,316.2,328.45,325,314,14439,4708622.3,20-May-22,653,INE618L01018
610GS2031,GS,97,97,94,94,94,97,1303,122489.91,20-May-22,5,IN0020210095
63MOONS,EQ,180.95,180.95,180.95,180.95,180.95,172.35,5601,1013500.95,20-May-22,92,INE111B01023
667GS2035,GS,96.95,96.95,95.55,96.67,96.85,93.32,3212,310509.3,20-May-22,4,IN0020210152
667GS2050,GS,93.5,94,93.02,94,94,93.97,5089,474778.15,20-May-22,13,IN0020200252
676GS2061,GS,94,94,93,93,93,93.5,1400,130248.01,20-May-22,11,IN0020200401
68GS2060,GS,94.75,94.75,94.5,94.5,94.5,94.25,139,13170,20-May-22,3,IN0020200187
695GS2061,GS,92,96.75,92,96.75,96.75,96.7,269,25140,20-May-22,3,IN0020210202
699GS2051,GS,97,97,96,96,96,96.87,1465,140904.44,20-May-22,9,IN0020210194
717GS2028,GS,109.3,109.3,109.3,109.3,109.3,115,5,546.5,20-May-22,1,IN0020170174
813GS2045,GS,117.5,117.5,117.5,117.5,117.5,117,22,2585,20-May-22,2,IN0020150044
A2ZINFRA,EQ,13.45,13.45,13.45,13.45,13.45,12.85,62751,844000.95,20-May-22,174,INE619I01012
AAKASH,EQ,19.7,19.8,18.3,18.4,18.3,19.25,94738,1783467.85,20-May-22,506,INE087Z01024
AAREYDRUGS,EQ,40.15,42.3,39.6,40,39.7,39.65,36021,1459927.25,20-May-22,638,INE198H01019
AARON,EQ,116.45,122,115.3,116.95,116.1,118.8,4840,569868.15,20-May-22,144,INE721Z01010
AARTIDRUGS,EQ,416,422,415.8,420.3,418.2,413.85,49335,20692538.05,20-May-22,2552,INE767A01016
AARTIIND,EQ,755,778.4,755,767.05,769.9,745,778026,597476170.3,20-May-22,25068,INE769A01020
AARTISURF,EQ,700.05,724.4,700.05,721.05,713,701.4,10633,7600316.75,20-May-22,942,INE09EO01013
AARVEEDEN,EQ,23.95,23.95,23.3,23.7,23.8,23.4,4940,117331.1,20-May-22,145,INE273D01019
AARVI,EQ,100.05,104,100.05,102.5,102.25,99.05,6858,705836.95,20-May-22,139,INE754X01016
AAVAS,EQ,2230.95,2230.95,2159.65,2196.05,2212,2219.35,59344,130036294.5,20-May-22,10531,INE216P01012
ABAN,EQ,49.8,52.9,49.7,50.75,51.1,49.4,235149,12044173.9,20-May-22,2948,INE421A01028
ABB,EQ,2292.3,2323,2275,2289.15,2282.15,2275.05,142509,327582916.1,20-May-22,15648,INE117A01022
ABBOTINDIA,EQ,18200,18298.45,17880.6,17950.45,17895.95,18129.3,14477,262003023,20-May-22,5135,INE358A01014
ABCAPITAL,EQ,99.8,100.7,98.5,99.85,99.95,98.05,3056640,304073385.6,20-May-22,14895,INE674K01013
ABCOTS,SM,38.1,38.1,38,38,38,37.5,16000,608600,20-May-22,4,INE08PH01015
ABFRL,EQ,272.7,276.75,263.35,271.25,271.2,268.35,2057389,555975233,20-May-22,21798,INE647O01011
ABMINTLLTD,EQ,91.4,92.9,91.4,91.5,91.5,91.1,249,22797.05,20-May-22,13,INE251C01025
ABSLAMC,EQ,457,461,451.1,452.4,452.4,454,73276,33254290.9,20-May-22,6798,INE404A01024
ABSLBANETF,EQ,34.25,34.39,33.25,34.29,34.31,33.25,5245,177501.76,20-May-22,115,INF209KB17D5
ABSLNN50ET,EQ,40.25,40.25,39,39.49,39.5,38.95,3129,123301.12,20-May-22,50,INF209KB16D7
ACC,EQ,2250.9,2274.4,2234.55,2239.4,2237.9,2231,514340,1161834860,20-May-22,29928,INE012A01025
ACCELYA,EQ,950,969.9,946.95,954.05,955,944.05,6341,6048638.2,20-May-22,810,INE793A01012
ACCURACY,EQ,239.9,244.65,235.05,239.15,239.5,237.6,23822,5698645.9,20-May-22,433,INE648Z01015
ACE,EQ,189.7,189.7,186.55,188.35,188.5,184.1,132580,24939301.05,20-May-22,3052,INE731H01025
ACEINTEG,SM,31.5,31.5,31.5,31.5,31.5,31,4500,141750,20-May-22,1,INE543V01017
ACRYSIL,EQ,608.3,623.4,590.2,609.15,605,591.9,169382,102841845.3,20-May-22,10358,INE482D01024
ADANIENT,EQ,2159,2232.4,2151,2219.55,2227,2114.75,1444803,3174591294,20-May-22,40458,INE423A01024
ADANIGREEN,EQ,2388,2409.75,2257,2273.65,2279,2317.5,1325446,3060064099,20-May-22,96763,INE364U01010
ADANIPORTS,EQ,749.95,772.8,745.1,767.55,771.6,732.8,5434279,4138453691,20-May-22,102484,INE742F01042
ADANIPOWER,EQ,307,312.25,305.1,312.25,312.25,297.4,22456814,6964374113,20-May-22,161279,INE814H01011
ADANITRANS,EQ,2340,2348.95,2275.5,2310.95,2290,2265,212364,493087878.3,20-May-22,21393,INE931S01010
ADFFOODS,EQ,728.55,730.55,712.65,723.35,726.05,704.75,5422,3919244.3,20-May-22,404,INE982B01019
ADL,BE,55.5,57.15,52.5,54.5,54.6,54.45,4484,248933.3,20-May-22,72,INE0CHO01012
ADORWELD,EQ,642,674.85,637.75,666.35,666.5,635,11488,7616485.5,20-May-22,1358,INE045A01017
ADROITINFO,BE,10.2,10.8,10.1,10.2,10.2,10.6,6952,72618.75,20-May-22,57,INE737B01033
ADSL,EQ,140.85,144.7,139.05,140.4,139.55,137.8,229817,32585218.95,20-May-22,4161,INE102I01027
ADVANIHOTR,EQ,70.95,75.8,70.95,75.5,74.5,70.85,45943,3421649.1,20-May-22,930,INE199C01026
ADVENZYMES,EQ,286.85,291,274.55,277.85,278.6,285.4,321994,89685270.45,20-May-22,11373,INE837H01020
AEGISCHEM,EQ,202.6,228.4,202.15,225.75,225.8,200.35,1876171,409441316.2,20-May-22,24069,INE208C01025
AFFLE,EQ,1090,1091.55,1043,1052.4,1053,1061.5,329877,350281678.4,20-May-22,20640,INE00WC01027
AGARIND,EQ,557.05,585,553.3,574.55,571.8,545.05,136082,77614894.8,20-May-22,9356,INE204E01012
AGI,EQ,242,243.3,229,232.45,229.9,235.8,142490,33666176.75,20-May-22,5637,INE415A01038
AGRITECH,BE,78.85,81.9,76,79.15,80.3,78.5,3083,243737.9,20-May-22,63,INE449G01018
AGROPHOS,EQ,41.45,41.45,41.45,41.45,41.45,43.6,34535,1431475.75,20-May-22,301,INE740V01019
AGSTRA,EQ,97.25,98.1,95,96.1,96.25,95.5,381109,36728947.1,20-May-22,10089,INE583L01014
AHLADA,EQ,87.65,92.3,87.65,91,92.15,85.9,19938,1803051.05,20-May-22,595,INE00PV01013
AHLEAST,EQ,228,235,227.9,233.85,232,223.85,7076,1644970.05,20-May-22,292,INE926K01017
AHLUCONT,EQ,435,454,435,439.4,441.65,433.8,12013,5307493.45,20-May-22,1456,INE758C01029
AIAENG,EQ,1800.3,1817.15,1773.55,1791.05,1797.8,1790.9,72631,130016554.1,20-May-22,4923,INE212H01026
AIRAN,EQ,19.55,19.6,19.2,19.3,19.5,19.15,284791,5546891.85,20-May-22,715,INE645W01026
AIROLAM,EQ,67.15,70,67.1,68.45,68.5,68.3,7278,499018.8,20-May-22,97,INE801L01010
AIRTELPP,E1,306.75,315.25,300.9,306.75,306.2,298.4,755586,232511735.1,20-May-22,6412,IN9397D01014
AISL,SM,55.3,55.3,53.15,55.3,55.3,53,6000,327420,20-May-22,5,INE635Y01015
AJANTPHARM,EQ,1715.5,1739,1701,1734.55,1735,1706.5,45141,77831857.4,20-May-22,3666,INE031B01049
AJMERA,EQ,303.15,303.15,290.2,292.9,293.9,293.15,35560,10575033.65,20-May-22,2171,INE298G01027
AJOONI,EQ,59,61.95,58,60.35,58,58,7553,453342.7,20-May-22,138,INE820Y01013
AJRINFRA,BE,1.8,1.85,1.75,1.8,1.85,1.8,808704,1453759.1,20-May-22,570,INE181G01025
AKASH,EQ,45,45.45,44.5,45.4,45.4,43.3,48454,2197585.3,20-May-22,289,INE737W01013
AKG,EQ,34.55,35.45,33,33.2,33.05,33.6,29087,988090.35,20-May-22,415,INE00Y801016
AKSHARCHEM,EQ,342,342,296.55,317.2,318.8,329,51777,16247215.05,20-May-22,2307,INE542B01011
AKSHOPTFBR,EQ,10.35,10.9,10.35,10.5,10.45,10.25,195956,2057763.6,20-May-22,578,INE523B01011
AKZOINDIA,EQ,1778.2,1798.3,1769.35,1784.85,1789,1769.35,2335,4162926.55,20-May-22,664,INE133A01011
ALANKIT,EQ,13,13.1,12.6,12.8,12.9,12.65,194559,2492052.95,20-May-22,694,INE914E01040
ALBERTDAVD,EQ,535.1,544.5,535.1,541.65,542.5,531.5,2342,1269603.2,20-May-22,146,INE155C01010
ALEMBICLTD,EQ,71,71.75,69.2,69.75,70.2,70.05,159205,11206136.2,20-May-22,3409,INE426A01027
ALICON,EQ,681.15,697,666.05,669.7,672,671.15,3385,2299354.25,20-May-22,546,INE062D01024
ALKALI,BE,86.85,88.9,84.2,87.25,88.1,84.75,8176,712610.7,20-May-22,135,INE773I01017
ALKEM,EQ,2920,3013.2,2920,3002.7,3008.4,2917.1,69525,207477825.3,20-May-22,9220,INE540L01014
ALKYLAMINE,EQ,2812,2844.8,2771,2785.7,2785,2812.35,92121,258041537.4,20-May-22,15165,INE150B01039
ALLCARGO,EQ,316.45,324.7,312.4,315.4,314.5,308.35,222755,70683883.95,20-May-22,6564,INE418H01029
ALLSEC,EQ,471.65,486.15,462.05,474.3,472.2,467.9,6844,3249701.8,20-May-22,608,INE835G01018
ALMONDZ,EQ,97.85,103,97,97.25,98,94.15,9451,934133.6,20-May-22,241,INE326B01027
ALOKINDS,EQ,22.75,23.35,22.75,23,23.05,22.5,8862962,204115115.1,20-May-22,7792,INE270A01029
ALPA,EQ,68.9,70,68.3,69.7,69.75,67.45,24174,1675780.75,20-May-22,572,INE385I01010
ALPHAGEO,EQ,281.4,319,277,308.05,307.8,271.75,96725,29626095.85,20-May-22,5363,INE137C01018
AMARAJABAT,EQ,516.85,530.35,516.85,529.15,528.15,514.05,392340,206084261.4,20-May-22,10993,INE885A01032
AMBER,EQ,2459.95,2748.8,2452.45,2717.1,2711,2421.45,589785,1555179211,20-May-22,53606,INE371P01015
AMBICAAGAR,EQ,22,23.8,22,23.15,23,22,22226,513755.05,20-May-22,228,INE792B01012
AMBIKCO,EQ,1889,1917.6,1872.45,1895.65,1899.9,1854.6,8748,16591231.5,20-May-22,1768,INE540G01014
AMBUJACEM,EQ,368,368,362.05,363,363.45,364,4308673,1570490456,20-May-22,76120,INE079A01024
AMDIND,EQ,45.45,47.15,44.25,44.9,45.25,44.2,39010,1786397.2,20-May-22,588,INE005I01014
AMIORG,EQ,969.5,978.9,952,958.9,955.1,944.15,75208,72401393.85,20-May-22,7423,INE00FF01017
AMJLAND,EQ,27.6,29,27.6,28.1,28.05,27.5,31850,904043.7,20-May-22,254,INE606A01024
AMJUMBO,SM,6.35,6.95,6.35,6.95,6.95,6.65,80000,529200,20-May-22,6,INE749Y01014
AMRUTANJAN,EQ,826.25,841,820,834.55,836.5,814.05,10267,8544335,20-May-22,2390,INE098F01031
ANANDRATHI,EQ,644.45,667.9,630.05,656.75,645,637,77995,50500672.1,20-May-22,5100,INE463V01026
ANANTRAJ,EQ,56.2,58.5,56,57.05,57.7,55.2,1022303,58373732.2,20-May-22,6182,INE242C01024
ANDHRACEMT,EQ,10.55,10.7,10.4,10.7,10.7,10.2,209535,2233235.85,20-May-22,479,INE666E01012
ANDHRAPAP,EQ,342.95,355.05,342.95,350.25,353,337.35,43587,15257037.4,20-May-22,3165,INE435A01028
ANDHRSUGAR,EQ,146.45,149,146.4,148.1,147.95,144.55,193010,28547544.2,20-May-22,3302,INE715B01021
ANDREWYU,EQ,23.15,24.1,23.15,23.75,23.8,22.85,103932,2457380.95,20-May-22,539,INE449C01025
ANGELONE,EQ,1510,1520,1421,1437.5,1432,1448.35,1192210,1746446379,20-May-22,67585,INE732I01013
ANIKINDS,EQ,27.5,28.7,27.5,28.2,28.4,27.5,21703,615781.9,20-May-22,134,INE087B01017
ANKITMETAL,EQ,7.1,7.15,6.8,7.15,7.1,6.85,352556,2482808.55,20-May-22,763,INE106I01010
ANMOL,EQ,185.95,186.8,183.05,183.7,183.15,182.35,2786,515986.4,20-May-22,81,INE02AR01019
ANSALAPI,BE,14.2,14.5,13.9,14.2,14.15,14.2,59951,848773.6,20-May-22,161,INE436A01026
ANSALHSG,EQ,6.6,6.9,6.6,6.85,6.9,6.5,78409,527461.8,20-May-22,243,INE880B01015
ANTGRAPHIC,BE,1.2,1.2,1.15,1.2,1.15,1.2,510626,591312.5,20-May-22,541,INE414B01021
ANUP,EQ,813,821.95,797,800.9,802,801.55,11136,8962362.4,20-May-22,871,INE294Z01018
ANURAS,EQ,778,778,743.8,756.25,754,774.55,93732,71173341.3,20-May-22,9339,INE930P01018
APARINDS,EQ,613.25,639.9,603.4,630.1,634.95,610.15,24061,15129951.7,20-May-22,2126,INE372A01015
APCL,EQ,235,237.25,229.55,234.65,235.5,230.45,11894,2782543.55,20-May-22,554,INE071F01012
APCOTEXIND,EQ,580,598.95,576.55,582.8,585,577.7,97645,57223740.85,20-May-22,5801,INE116A01032
APEX,EQ,284,284,276.9,280.35,279.55,273.3,30725,8601706.8,20-May-22,1545,INE346W01013
APLAPOLLO,EQ,920,927.25,903.15,918.55,918.2,903.15,279382,257233378.6,20-May-22,20166,INE702C01027
APLLTD,EQ,737.15,756.45,737.15,753.5,753.5,733.2,141547,106293918.1,20-May-22,3643,INE901L01018
APOLLO,EQ,120.8,121.95,118.55,120.5,120.65,117.75,31286,3773643.25,20-May-22,894,INE713T01010
APOLLOHOSP,EQ,3695,3695,3586,3668,3667.65,3631.8,692428,2524592548,20-May-22,70776,INE437A01024
APOLLOPIPE,EQ,518.4,529.15,510.55,519.4,516.35,508.2,48861,25461484.3,20-May-22,3998,INE126J01016
APOLLOTYRE,EQ,216.25,218.75,214.75,216.75,216.5,215.25,2632825,570874826.9,20-May-22,24277,INE438A01022
APOLSINHOT,EQ,690,730,663.6,687.3,683.55,696.25,2104,1438912.1,20-May-22,173,INE451F01024
APTECHT,EQ,278,278,268.05,269.85,269.2,270.1,126016,34190351.75,20-May-22,5547,INE266F01018
APTUS,EQ,309.6,319.7,306.1,317,313.25,305.2,134423,41809545.35,20-May-22,10421,INE852O01025
ARCHIDPLY,EQ,52.05,56,51.35,55.65,55.9,50.95,316027,17388443.5,20-May-22,1782,INE877I01016
ARCHIES,BE,17.8,18,17.4,17.7,17.65,17.15,30229,537053.1,20-May-22,108,INE731A01020
ARENTERP,EQ,37.3,37.3,34.75,35.25,34.75,35.65,4086,147874.2,20-May-22,105,INE610C01014
ARIES,EQ,140.2,143.8,135.65,141.75,141.15,137.1,28463,4025287.8,20-May-22,970,INE298I01015
ARIHANTCAP,EQ,86.3,88.65,84.7,88.6,88.5,84.45,277297,24469149.9,20-May-22,1232,INE420B01036
ARIHANTSUP,EQ,140,143.35,130.65,136,137.8,137.2,91727,12848228.05,20-May-22,1040,INE643K01018
ARMANFIN,EQ,946.55,973,946.55,958.1,950,946.55,4073,3929529.05,20-May-22,579,INE109C01017
AROGRANITE,EQ,45.45,49.45,44.7,46.75,46.6,44.6,133843,6287808.75,20-May-22,1432,INE210C01013
ARROWGREEN,EQ,101.3,108.85,101.25,102.7,103,101.1,2896,300413.45,20-May-22,235,INE570D01018
ARSHIYA,EQ,21.8,22.95,21,22,21.7,20.85,130069,2815010.45,20-May-22,740,INE968D01022
ARSSINFRA,EQ,25.65,26.7,25.65,26.3,26,25.15,7213,189182.75,20-May-22,218,INE267I01010
ARTEMISMED,EQ,42.3,44.65,42.3,43.6,43.8,42.55,139572,6102059.9,20-May-22,2247,INE025R01021
ARTNIRMAN,EQ,71,71.05,67.35,69.7,68.5,67.7,5615,393938.45,20-May-22,65,INE738V01013
ARVEE,BE,95.4,95.4,87.05,90.15,88.55,91.45,972,87250.85,20-May-22,27,INE006Z01016
ARVIND,EQ,106,108.45,102.75,104.7,104.65,104.5,1003384,105619777,20-May-22,9113,INE034A01011
ARVINDFASN,EQ,236.7,243.15,233.15,239.8,237,232.35,73524,17525870.75,20-May-22,3023,INE955V01021
ARVSMART,EQ,174.4,202,171.05,193.2,187.35,169.45,226945,43719103.05,20-May-22,2724,INE034S01021
ASAHIINDIA,EQ,431.6,434.35,423.5,427.8,423.5,425.15,62189,26638884.6,20-May-22,6383,INE439A01020
ASAHISONG,EQ,294.45,313,290.2,304.2,301,289.7,195181,59794523,20-May-22,7147,INE228I01012
ASAL,BE,458.65,486,458.65,473.8,477,463.25,19762,9422013.55,20-May-22,1084,INE900C01027
ASALCBR,EQ,451.35,460.85,446.2,452.45,454.7,449.05,14674,6642248.2,20-May-22,1314,INE073G01016
ASHAPURMIN,EQ,118,121,117.2,118.15,117.95,116.6,91590,10939323.75,20-May-22,1452,INE348A01023
ASHIANA,EQ,127.4,147.3,127.4,138.25,138.9,126.5,111165,14750990.45,20-May-22,1610,INE365D01021
ASHIMASYN,EQ,12.7,13.1,12.3,12.75,12.75,12.5,130131,1647673.1,20-May-22,486,INE440A01010
ASHOKA,EQ,74.2,75.3,73.35,73.95,74,73.05,413416,30618408.2,20-May-22,4395,INE442H01029
ASHOKLEY,EQ,130,132.95,127.25,130.35,130.5,122.9,48165817,6228698708,20-May-22,188913,INE208A01029
ASIANENE,EQ,92.45,93.25,90.95,92.35,92.75,90.7,36773,3384723.7,20-May-22,946,INE276G01015
ASIANHOTNR,EQ,77.1,81.8,77.1,79.25,78.6,76.75,5943,472725.1,20-May-22,158,INE363A01022
ASIANPAINT,EQ,3080,3125,3070,3109.95,3112.9,3046.9,778957,2421613908,20-May-22,57353,INE021A01026
ASIANTILES,EQ,61.9,62.8,60.95,61.15,61,60.7,1936058,119333137.5,20-May-22,7589,INE022I01019
ASLIND,SM,33.3,33.3,33.3,33.3,33.3,35,4000,133200,20-May-22,1,INE617I01024
ASPINWALL,EQ,173.25,181,173.25,178.8,179.75,172.9,2883,516674.15,20-May-22,72,INE991I01015
ASTEC,EQ,1801.15,1847,1792.05,1831.65,1826,1793.7,12275,22371559.35,20-May-22,1945,INE563J01010
ASTERDM,EQ,171.2,175.7,171.2,175.1,175.05,169.8,94022,16367643.6,20-May-22,3543,INE914M01019
ASTRAL,EQ,1686.05,1710.85,1670,1683.7,1680,1665.65,263556,444842544,20-May-22,23310,INE006I01046
ASTRAMICRO,EQ,232,239.9,229.85,233.15,234,228.45,529320,124954578.6,20-May-22,7906,INE386C01029
ASTRAZEN,EQ,2544.95,2570.05,2533.5,2565.6,2566.85,2533.4,2132,5459314.95,20-May-22,549,INE203A01020
ASTRON,EQ,46.15,46.4,45,45.4,45.5,45.5,40273,1836056.9,20-May-22,870,INE646X01014
ATALREAL,SM,120,129.05,120,129,129,137.4,19200,2458960,20-May-22,8,INE0ALR01011
ATFL,EQ,823.8,836.5,818.3,831.9,831,820.6,6325,5252813.1,20-May-22,283,INE209A01019
ATGL,EQ,2449.8,2460,2355.8,2380.35,2398.65,2378.5,444435,1080699802,20-May-22,18219,INE399L01023
ATLANTA,EQ,15.65,15.9,14.8,15.5,15.85,14.95,27539,422237.7,20-May-22,195,INE285H01022
ATUL,EQ,8305.05,8422,8145,8213.65,8200,8235.6,37302,307701028.5,20-May-22,7160,INE100A01010
ATULAUTO,EQ,175,180,174.55,178.1,179,172.65,39472,6984406.3,20-May-22,1311,INE951D01028
AUBANK,EQ,1280,1315,1274.1,1310.2,1310.1,1260.3,1208641,1571440870,20-May-22,43655,INE949L01017
AURDIS,SM,67.8,67.8,67.8,67.8,67.8,68,2000,135600,20-May-22,1,INE448V01019
AURIONPRO,EQ,324.05,335,320.2,322.6,320.2,321.25,39819,13079028.55,20-May-22,1278,INE132H01018
AUROPHARMA,EQ,523,559.65,523,557.95,557.1,522.85,4256439,2330097542,20-May-22,85912,INE406A01037
AURUM,BE,92.95,93,89.1,91.25,91,91.2,34133,3120370.3,20-May-22,589,INE898S01029
AUSOMENT,EQ,69,72.95,69,71.7,72.55,70.1,702,50237.85,20-May-22,37,INE218C01016
AUTOAXLES,EQ,1638,1660,1616,1645.8,1645,1622.65,13821,22677996.75,20-May-22,2110,INE449A01011
AUTOBEES,EQ,108.48,111.01,107,109.24,108.6,106.82,21980,2410149.67,20-May-22,216,INF204KC1337
AUTOIND,BE,57,59.8,57,58.45,58.25,57,26921,1576690.65,20-May-22,150,INE718H01014
AVADHSUGAR,EQ,682.7,698,671.25,677.6,676,673.3,91045,62365629.1,20-May-22,5163,INE349W01017
AVANTIFEED,EQ,453.95,459.75,446.5,450.15,449.95,451.65,118257,53567362.2,20-May-22,5266,INE871C01038
AVG,SM,65.1,65.1,65.1,65.1,65.1,68.5,1200,78120,20-May-22,1,INE680Z01018
AVROIND,BE,125.9,125.9,114,122,123.85,120,9248,1101502.7,20-May-22,147,INE652Z01017
AVTNPL,EQ,102.05,104.45,102,103.2,102.5,100.5,74329,7686543.2,20-May-22,2345,INE488D01021
AWHCL,EQ,249.9,257,243.7,249.95,249.45,245.65,70307,17646921.15,20-May-22,3463,INE01BK01022
AWL,BE,689.9,701.55,685,701.55,701.55,668.15,1327185,928248990.6,20-May-22,20090,INE699H01024
AXISBANK,EQ,659.75,675.75,658,673.1,674,650.2,9708672,6497229078,20-May-22,136254,INE238A01034
AXISBNKETF,EQ,337.98,344.21,336.91,344.16,343.68,333.68,183,62336.5,20-May-22,35,INF846K01X63
AXISBPSETF,EQ,10.36,10.36,10.22,10.34,10.35,10.25,6793,70214.55,20-May-22,710,INF846K01Z04
AXISCADES,EQ,144,147.7,144,147.7,147.7,140.7,41009,6037029,20-May-22,459,INE555B01013
AXISCETF,EQ,66.4,68.43,66.4,68.25,68.25,66.36,978,65045.38,20-May-22,17,INF846K016C7
AXISGOLD,EQ,43.95,44.25,43.63,44.09,44.14,43.59,485870,21459378.13,20-May-22,998,INF846K01W80
AXISHCETF,EQ,78.25,80.95,78.25,79.47,79.42,79.09,1057,84379.84,20-May-22,113,INF846K01Z12
AXISNIFTY,EQ,170,172.09,169,171.84,170.87,168.06,2397,409393.76,20-May-22,142,INF846K01W98
AXISTECETF,EQ,299.9,299.9,285.05,292.13,293.9,291.17,5543,1608331.22,20-May-22,158,INF846K01Y96
AYMSYNTEX,EQ,102.3,105.15,102.3,103.55,104.1,101.75,22158,2303322,20-May-22,602,INE193B01039
BAFNAPH,EQ,131.75,131.8,126,126,126,125.6,1496,189573.15,20-May-22,114,INE878I01022
BAGFILMS,BE,7.05,7.1,6.95,7.1,7.1,6.8,116066,823468.8,20-May-22,207,INE116D01028
BAJAJ-AUTO,EQ,3760,3849,3735,3787.8,3786,3698.55,396832,1509502593,20-May-22,48718,INE917I01010
BAJAJCON,EQ,148.3,150,147.4,149.3,149.4,147.55,269843,40080280.55,20-May-22,6500,INE933K01021
BAJAJELEC,EQ,941.5,959.9,941.5,947.45,950.55,935.55,38639,36722147.9,20-May-22,3348,INE193E01025
BAJAJFINSV,EQ,12639,12699,12431.65,12561.7,12545.15,12413.85,323330,4065084951,20-May-22,52232,INE918I01018
BAJAJHCARE,EQ,332,333,317,326.65,325,328.65,34461,11180552,20-May-22,2626,INE411U01027
BAJAJHIND,EQ,15.7,16.15,15.65,15.85,15.75,15.4,12170165,194559143.6,20-May-22,10681,INE306A01021
BAJAJHLDNG,EQ,4894,4948,4848,4922.8,4920,4810.25,26994,132046709.2,20-May-22,8127,INE118A01012
BAJFINANCE,EQ,5840,5841.95,5712,5769.6,5780.15,5707,1098610,6342120398,20-May-22,90935,INE296A01024
BALAJITELE,EQ,59.5,61.25,59.1,60.7,60.7,58.6,81788,4936605.6,20-May-22,1077,INE794B01026
BALAMINES,EQ,2943.7,3016.7,2909.45,2943.45,2960,2918.5,58099,172130847.7,20-May-22,8937,INE050E01027
BALAXI,EQ,413.15,420,407.15,409,410,411.7,1598,657779,20-May-22,124,INE618N01014
BALKRISHNA,EQ,47.4,47.7,43.55,44.05,43.55,45.6,8470,382459.55,20-May-22,169,INE875R01011
BALKRISIND,EQ,2120.05,2143,2098.05,2113.15,2110,2102.45,159199,336785744.3,20-May-22,12170,INE787D01026
BALLARPUR,BZ,1.55,1.6,1.55,1.55,1.55,1.6,620336,962964.7,20-May-22,360,INE294A01037
BALMLAWRIE,EQ,114.1,116.5,113.5,114.2,114.6,112.6,125627,14400256.25,20-May-22,3015,INE164A01016
BALPHARMA,EQ,102,105,102,104.05,105,101.25,17774,1849003.4,20-May-22,466,INE083D01012
BALRAMCHIN,EQ,413,424.55,412.15,423.2,423,407.05,1755558,736351983.8,20-May-22,23425,INE119A01028
BANARBEADS,EQ,74,79.95,74,77.3,75.8,74.5,7824,597042.25,20-May-22,202,INE655B01011
BANARISUG,EQ,2533.15,2598,2491.3,2558.2,2555,2495.8,817,2083747,20-May-22,213,INE459A01010
BANCOINDIA,EQ,127,129.85,126.3,127.95,128.5,125.1,32148,4109926.95,20-May-22,849,INE213C01025
BANDHANBNK,EQ,322,323.55,311.4,316.95,317.05,314.4,7976133,2529252030,20-May-22,67821,INE545U01014
BANG,EQ,46.3,47.6,43.7,44,44.5,45.95,51703,2302411.8,20-May-22,670,INE863I01016
BANKA,EQ,74.7,75,70.7,72.75,72.3,72.8,3742,273011.25,20-May-22,99,INE862Y01015
BANKBARODA,EQ,98.2,99.95,98,99.45,99.35,96.3,17897990,1774330670,20-May-22,61380,INE028A01039
BANKBEES,EQ,337.1,346,337.1,345.28,346,336.42,727852,249824661.4,20-May-22,11199,INF204KB15I9
BANKINDIA,EQ,44.6,45.2,44.35,45.05,44.85,43.6,1698052,76132500.6,20-May-22,5731,INE084A01016
BANSWRAS,EQ,227.9,239.2,223.3,237.75,237.7,221.05,26521,6205770.05,20-May-22,876,INE629D01012
BARBEQUE,EQ,965,988.35,961.5,982,983,968.4,116467,113881515.2,20-May-22,7557,INE382M01027
BARTRONICS,BZ,4.9,5.1,4.7,5.05,5.1,4.9,35011,172489.35,20-May-22,102,INE855F01034
BASF,EQ,2493,2517.95,2455.05,2473.15,2465,2458.4,10926,27202873.6,20-May-22,2607,INE373A01013
BASML,EQ,67.5,69.4,67.4,68.3,68.65,66.95,93918,6398143.45,20-May-22,988,INE186H01022
BATAINDIA,EQ,1745,1767.15,1729.25,1752.95,1750,1735.8,532638,932041288.5,20-May-22,21298,INE176A01028
BAYERCROP,EQ,4755.2,4779.95,4658,4702.95,4673.15,4755.2,4396,20721399.5,20-May-22,1977,INE462A01022
BBETF0432,EQ,984,984,979.08,981.51,981,984.86,1258,1234679.09,20-May-22,38,INF754K01OB1
BBL,EQ,1595,1597.15,1510,1524.6,1526,1589.15,27310,41857352.45,20-May-22,5476,INE464A01028
BBOX,EQ,160.8,178,155.75,169,167,159.25,120629,20374379.05,20-May-22,5681,INE676A01027
